prompt,source url,query,published_time,modified_time,author
What is your situational best?,https://bossasaservice.com/blog/self-care-journal-prompts/,self-care journal prompts,2023-10-01T00:00:00Z,2023-10-01T00:00:00Z,Unknown
What went wrong?,https://bossasaservice.com/blog/self-care-journal-prompts/,self-care journal prompts,2023-10-01T00:00:00Z,2023-10-01T00:00:00Z,Unknown
Can this be turned into an opportunity?,https://bossasaservice.com/blog/self-care-journal-prompts/,self-care journal prompts,2023-10-01T00:00:00Z,2023-10-01T00:00:00Z,Unknown
How can you forgive and forget?,https://bossasaservice.com/blog/self-care-journal-prompts/,self-care journal prompts,2023-10-01T00:00:00Z,2023-10-01T00:00:00Z,Unknown
How can you accept yourself?,https://bossasaservice.com/blog/self-care-journal-prompts/,self-care journal prompts,2023-10-01T00:00:00Z,2023-10-01T00:00:00Z,Unknown
Who are you?,https://bossasaservice.com/blog/self-care-journal-prompts/,self-care journal prompts,2023-10-01T00:00:00Z,2023-10-01T00:00:00Z,Unknown
Play the “what if” game.,https://bossasaservice.com/blog/self-care-journal-prompts/,self-care journal prompts,2023-10-01T00:00:00Z,2023-10-01T00:00:00Z,Unknown
What’s happening right now?,https://bossasaservice.com/blog/self-care-journal-prompts/,self-care journal prompts,2023-10-01T00:00:00Z,2023-10-01T00:00:00Z,Unknown
How do I practice self-love?,https://dayoneapp.com/blog/self-care-journal/,self-care journal prompts,2023-04-01T00:00:00Z,2023-04-01T00:00:00Z,Kristen Webb Wright
List three different ways of asking for help.,https://dayoneapp.com/blog/self-care-journal/,self-care journal prompts,2023-04-01T00:00:00Z,2023-04-01T00:00:00Z,Kristen Webb Wright
How do I use alone time?,https://dayoneapp.com/blog/self-care-journal/,self-care journal prompts,2023-04-01T00:00:00Z,2023-04-01T00:00:00Z,Kristen Webb Wright
Make a list of 10 things you are currently grateful for.,https://www.headstandsandheels.com/2023/09/10-self-care-journal-prompts-for-tough-times/,self-care journal prompts,2023-09-10T00:00:00Z,2023-09-10T00:00:00Z,Headstands & Heels
Gratitude List,https://thebellainsider.com/try-these-3-journal-prompts-for-your-self-care-time/,self-care journal prompts,2020-04-21T00:00:00Z,2025-01-01T00:00:00Z,Sarah TheBella
Monthly Bullet Journal,https://thebellainsider.com/try-these-3-journal-prompts-for-your-self-care-time/,self-care journal prompts,2020-04-21T00:00:00Z,2025-01-01T00:00:00Z,Sarah TheBella
Highlights of the Month,https://thebellainsider.com/try-these-3-journal-prompts-for-your-self-care-time/,self-care journal prompts,2020-04-21T00:00:00Z,2025-01-01T00:00:00Z,Sarah TheBella
My favorite way to spend the day,https://www.archerandolive.com/blogs/news/7-journaling-prompts-for-self-care?srsltid=AfmBOoq2OFke87a7yyq8lKPIlZZkGBC8BJVguqva7UmXTQ3phf0_fPGG,self-care journal prompts,02 Jun 2021,02 Jun 2021,Guest Blogger
The words to live by,https://www.archerandolive.com/blogs/news/7-journaling-prompts-for-self-care?srsltid=AfmBOoq2OFke87a7yyq8lKPIlZZkGBC8BJVguqva7UmXTQ3phf0_fPGG,self-care journal prompts,02 Jun 2021,02 Jun 2021,Guest Blogger
My favorite moments,https://www.archerandolive.com/blogs/news/7-journaling-prompts-for-self-care?srsltid=AfmBOoq2OFke87a7yyq8lKPIlZZkGBC8BJVguqva7UmXTQ3phf0_fPGG,self-care journal prompts,02 Jun 2021,02 Jun 2021,Guest Blogger
Things that make me smile,https://www.archerandolive.com/blogs/news/7-journaling-prompts-for-self-care?srsltid=AfmBOoq2OFke87a7yyq8lKPIlZZkGBC8BJVguqva7UmXTQ3phf0_fPGG,self-care journal prompts,02 Jun 2021,02 Jun 2021,Guest Blogger
What does your dream life look love?,https://jensengrey.com/2021/02/21/6-self-care-journaling-prompts/,self-care journal prompts,2021-02-21T00:00:00Z,2021-02-21T00:00:00Z,Jenn Warren
I’m inspired by,https://www.archerandolive.com/blogs/news/7-journaling-prompts-for-self-care?srsltid=AfmBOoq2OFke87a7yyq8lKPIlZZkGBC8BJVguqva7UmXTQ3phf0_fPGG,self-care journal prompts,02 Jun 2021,02 Jun 2021,Guest Blogger
"Reflect on the new year as an opportunity to reset, clarify intentions, and embrace fresh starts with mindfulness and self-compassion",https://www.sarahcannata.com/weeklyguidedprompts/,self-care journal prompts,n/a,n/a,Sarah Cannata
Explore setting and honouring boundaries that support your well-being,https://www.sarahcannata.com/weeklyguidedprompts/,self-care journal prompts,n/a,n/a,Sarah Cannata
Focus on small moments of joy and cultivating gratitude in daily life,https://www.sarahcannata.com/weeklyguidedprompts/,self-care journal prompts,n/a,n/a,Sarah Cannata
Explore your triggers with curiosity and compassion,https://www.sarahcannata.com/weeklyguidedprompts/,self-care journal prompts,n/a,n/a,Sarah Cannata
Strengthen self-compassion and listen to your inner wisdom,https://www.sarahcannata.com/weeklyguidedprompts/,self-care journal prompts,n/a,n/a,Sarah Cannata
Focus on tuning into nature,https://www.sarahcannata.com/weeklyguidedprompts/,self-care journal prompts,n/a,n/a,Sarah Cannata
Let go of unrealistic standards and embrace where you are,https://www.sarahcannata.com/weeklyguidedprompts/,self-care journal prompts,n/a,n/a,Sarah Cannata
Close the year with reflective prompts to honour 2025 and set intentions for 2026,https://www.sarahcannata.com/weeklyguidedprompts/,self-care journal prompts,n/a,n/a,Sarah Cannata
"Focus on slowing down, quieting the mind, and embracing moments of stillness to recharge and reflect as the end of the year approaches",https://www.sarahcannata.com/weeklyguidedprompts/,self-care journal prompts,n/a,n/a,Sarah Cannata
List down 10 things you’re good at.,https://cloudcristina.com/30-self-care-journal-prompts-to-try/,self-care journal prompts,2020-07-01T00:00:00Z,2023-10-01T00:00:00Z,Cloud Cristina
Write 15 positive affirmations to look back on whenever you’re feeling insecure.,https://cloudcristina.com/30-self-care-journal-prompts-to-try/,self-care journal prompts,2020-07-01T00:00:00Z,2023-10-01T00:00:00Z,Cloud Cristina
Make a list of 30 things that make you smile,https://www.sevensundaysyoga.com/mindset/journal-to-uncover-whats-true-to-you?srsltid=AfmBOop8sI1zTOCY39p5xAx7sD0fdz8YLFQSU7tydYMXuO8lPm7Gn0gO,self-care journal prompts,Mar 2,n/a,helena.n
Brainstorm a list of creative project ideas.,https://journey.cloud/self-care-prompts,self-care journal prompts,n/a,n/a,Jesse Dodds
How important is what other people think?,https://fifthelementlife.com/blogs/blog/self-care-journal-prompts?srsltid=AfmBOorK7hLryI_OmvY5P5n99kKcstId8iX3rZMWzlX0Laht5Czq85BI,self-care journal prompts,"May 1, 2024","May 1, 2024",The Fifth Element Life
How can I improve myself?,https://fifthelementlife.com/blogs/blog/self-care-journal-prompts?srsltid=AfmBOorK7hLryI_OmvY5P5n99kKcstId8iX3rZMWzlX0Laht5Czq85BI,self-care journal prompts,"May 1, 2024","May 1, 2024",The Fifth Element Life
List five things you’re really grateful for and how can you prioritise them in your daily life? Read more about creating a regular gratitude practice to improve your life.,https://fifthelementlife.com/blogs/blog/self-care-journal-prompts?srsltid=AfmBOorK7hLryI_OmvY5P5n99kKcstId8iX3rZMWzlX0Laht5Czq85BI,self-care journal prompts,"May 1, 2024","May 1, 2024",The Fifth Element Life
"Money, family, health, how do you prioritize?",https://fifthelementlife.com/blogs/blog/self-care-journal-prompts?srsltid=AfmBOorK7hLryI_OmvY5P5n99kKcstId8iX3rZMWzlX0Laht5Czq85BI,self-care journal prompts,"May 1, 2024","May 1, 2024",The Fifth Element Life
Write a list of ten things you are grateful for today.,https://fifthelementlife.com/blogs/blog/self-care-journal-prompts?srsltid=AfmBOorK7hLryI_OmvY5P5n99kKcstId8iX3rZMWzlX0Laht5Czq85BI,self-care journal prompts,"May 1, 2024","May 1, 2024",The Fifth Element Life
Describe the setting in detail.,https://wemindgrowth.com/journal-prompts-for-self-care/,self-care journal prompts,2024-06-01T00:00:00Z,2024-06-01T00:00:00Z,Simone
Who were you with?,https://wemindgrowth.com/journal-prompts-for-self-care/,self-care journal prompts,2024-06-01T00:00:00Z,2024-06-01T00:00:00Z,Simone
Reflect on your feelings and emotions during that time.,https://wemindgrowth.com/journal-prompts-for-self-care/,self-care journal prompts,2024-06-01T00:00:00Z,2024-06-01T00:00:00Z,Simone
What thoughts were going through your mind?,https://wemindgrowth.com/journal-prompts-for-self-care/,self-care journal prompts,2024-06-01T00:00:00Z,2024-06-01T00:00:00Z,Simone
Share your goals and dreams.,https://wemindgrowth.com/journal-prompts-for-self-care/,self-care journal prompts,2024-06-01T00:00:00Z,2024-06-01T00:00:00Z,Simone
Express your hopes for the future.,https://wemindgrowth.com/journal-prompts-for-self-care/,self-care journal prompts,2024-06-01T00:00:00Z,2024-06-01T00:00:00Z,Simone
List things you are grateful for.,https://wemindgrowth.com/journal-prompts-for-self-care/,self-care journal prompts,2024-06-01T00:00:00Z,2024-06-01T00:00:00Z,Simone
Reflect on your relationships.,https://wemindgrowth.com/journal-prompts-for-self-care/,self-care journal prompts,2024-06-01T00:00:00Z,2024-06-01T00:00:00Z,Simone
Reflect on your health and wellness goals.,https://wemindgrowth.com/journal-prompts-for-self-care/,self-care journal prompts,2024-06-01T00:00:00Z,2024-06-01T00:00:00Z,Simone
"What kind of exercise, if any, would you include?",https://wemindgrowth.com/journal-prompts-for-self-care/,self-care journal prompts,2024-06-01T00:00:00Z,2024-06-01T00:00:00Z,Simone
How much time would you spend outside?,https://wemindgrowth.com/journal-prompts-for-self-care/,self-care journal prompts,2024-06-01T00:00:00Z,2024-06-01T00:00:00Z,Simone
What hobbies or interests would you focus on?,https://wemindgrowth.com/journal-prompts-for-self-care/,self-care journal prompts,2024-06-01T00:00:00Z,2024-06-01T00:00:00Z,Simone
What kind of self-care products or treatments would you use?,https://wemindgrowth.com/journal-prompts-for-self-care/,self-care journal prompts,2024-06-01T00:00:00Z,2024-06-01T00:00:00Z,Simone
How much sleep would you get?,https://wemindgrowth.com/journal-prompts-for-self-care/,self-care journal prompts,2024-06-01T00:00:00Z,2024-06-01T00:00:00Z,Simone
Create a motivational message for yourself.,https://www.betterup.com/blog/self-esteem-journal-prompts,self-care journal prompts,"March 26, 2024",n/a,"Elizabeth Perry, ACC"
"Perform one self-care action, whether physical or emotional, within the next 30 minutes.",https://www.betterup.com/blog/self-esteem-journal-prompts,self-care journal prompts,"March 26, 2024",n/a,"Elizabeth Perry, ACC"
I am present in this moment and grateful for it.,https://theglowingmuse.com/journal-prompts-for-self-care/,self-care journal prompts,2024-10-01T00:00:00Z,2024-10-01T00:00:00Z,The Glowing Muse
I embrace the present and let go of the past and future.,https://theglowingmuse.com/journal-prompts-for-self-care/,self-care journal prompts,2024-10-01T00:00:00Z,2024-10-01T00:00:00Z,The Glowing Muse
Write a list of your top 10 traits.,https://www.betterup.com/blog/self-esteem-journal-prompts,self-care journal prompts,"March 26, 2024",n/a,"Elizabeth Perry, ACC"
"I am fully aware of my thoughts, feelings, and surroundings.",https://theglowingmuse.com/journal-prompts-for-self-care/,self-care journal prompts,2024-10-01T00:00:00Z,2024-10-01T00:00:00Z,The Glowing Muse
I find peace in the present moment.,https://theglowingmuse.com/journal-prompts-for-self-care/,self-care journal prompts,2024-10-01T00:00:00Z,2024-10-01T00:00:00Z,The Glowing Muse
I am grounded and centred in this moment.,https://theglowingmuse.com/journal-prompts-for-self-care/,self-care journal prompts,2024-10-01T00:00:00Z,2024-10-01T00:00:00Z,The Glowing Muse
I am grateful for the here and now.,https://theglowingmuse.com/journal-prompts-for-self-care/,self-care journal prompts,2024-10-01T00:00:00Z,2024-10-01T00:00:00Z,The Glowing Muse
I am mindful and aware of my breath.,https://theglowingmuse.com/journal-prompts-for-self-care/,self-care journal prompts,2024-10-01T00:00:00Z,2024-10-01T00:00:00Z,The Glowing Muse
I focus on the beauty and wonder of each moment.,https://theglowingmuse.com/journal-prompts-for-self-care/,self-care journal prompts,2024-10-01T00:00:00Z,2024-10-01T00:00:00Z,The Glowing Muse
I find joy in the simple moments of life.,https://theglowingmuse.com/journal-prompts-for-self-care/,self-care journal prompts,2024-10-01T00:00:00Z,2024-10-01T00:00:00Z,The Glowing Muse
I release worry and embrace the present.,https://theglowingmuse.com/journal-prompts-for-self-care/,self-care journal prompts,2024-10-01T00:00:00Z,2024-10-01T00:00:00Z,The Glowing Muse
I am in tune with my body and my mind.,https://theglowingmuse.com/journal-prompts-for-self-care/,self-care journal prompts,2024-10-01T00:00:00Z,2024-10-01T00:00:00Z,The Glowing Muse
I am fully present in my interactions with others.,https://theglowingmuse.com/journal-prompts-for-self-care/,self-care journal prompts,2024-10-01T00:00:00Z,2024-10-01T00:00:00Z,The Glowing Muse
"I am calm, peaceful, and mindful.",https://theglowingmuse.com/journal-prompts-for-self-care/,self-care journal prompts,2024-10-01T00:00:00Z,2024-10-01T00:00:00Z,The Glowing Muse
I listen to my body and honour its needs.,https://theglowingmuse.com/journal-prompts-for-self-care/,self-care journal prompts,2024-10-01T00:00:00Z,2024-10-01T00:00:00Z,The Glowing Muse
I am aware of my thoughts and choose to focus on the positive.,https://theglowingmuse.com/journal-prompts-for-self-care/,self-care journal prompts,2024-10-01T00:00:00Z,2024-10-01T00:00:00Z,The Glowing Muse
I am present and engaged in everything I do.,https://theglowingmuse.com/journal-prompts-for-self-care/,self-care journal prompts,2024-10-01T00:00:00Z,2024-10-01T00:00:00Z,The Glowing Muse
I am aware of my emotions and accept them without judgment.,https://theglowingmuse.com/journal-prompts-for-self-care/,self-care journal prompts,2024-10-01T00:00:00Z,2024-10-01T00:00:00Z,The Glowing Muse
I am in harmony with the flow of life.,https://theglowingmuse.com/journal-prompts-for-self-care/,self-care journal prompts,2024-10-01T00:00:00Z,2024-10-01T00:00:00Z,The Glowing Muse
I find peace in the rhythm of my breath.,https://theglowingmuse.com/journal-prompts-for-self-care/,self-care journal prompts,2024-10-01T00:00:00Z,2024-10-01T00:00:00Z,The Glowing Muse
I am grateful for the present moment and its opportunities.,https://theglowingmuse.com/journal-prompts-for-self-care/,self-care journal prompts,2024-10-01T00:00:00Z,2024-10-01T00:00:00Z,The Glowing Muse
